id,wea_conditions,wea_temp,wea_dptemp,wea_humidity,wea_windspeed,wea_winddir,wea_visibility,wea_pressure,wea_precipitation,wea_fog,wea_rain,wea_snow
4668,Clear,28.3,10,32,7.4,0,14.5,30.1,,No,No,No
4879,Partly_Cloudy,7.8,-12.8,22,7.4,40,16.1,30.1,,No,No,No
3742,Scattered_Clouds,26.1,21.7,77,,0,11.3,29.8,,No,No,No
6292,Clear,6.7,-1.1,58,7.4,0,16.1,30.1,,No,No,No
4549,Clear,11.1,-5.6,31,0,0,16.1,30.1,,No,No,No
2752,Rain,18.9,17.8,93,5.6,0,1.6,29.7,1.3,No,Y,No
7577,Overcast,2.2,-5,59,9.3,0,16.1,29.9,,No,No,No
4826,Clear,13.3,-2.8,33,9.3,170,16.1,30.4,,No,No,No
7844,Mostly_Cloudy,-3.9,-18.9,31,29.6,280,16.1,29.9,,No,No,No
4609,Overcast,8.3,-1.1,52,11.1,300,16.1,29.7,,No,No,No
8230,Clear,11.7,6.1,69,7.4,270,16.1,29.9,,No,No,No
5546,Clear,8.3,2.2,66,5.6,300,16.1,30.4,,No,No,No
7859,Clear,24.4,12.8,48,13,200,14.5,29.9,,No,No,No
7954,Partly_Cloudy,22,21,94,0,0,16.1,29.9,,No,No,No
1040,Overcast,-6.1,-18.9,36,22.2,310,16.1,30,,No,No,No
3592,Clear,5.6,-8.9,35,0,0,16.1,30.3,,No,No,No
118,Clear,16.1,1.1,36,11.1,220,16.1,29.8,,No,No,No
8258,Overcast,6.7,-1.7,55,7.4,0,16.1,29.9,,No,No,No
5566,Clear,3.9,-8.3,41,5.6,0,16.1,30,,No,No,No
4587,Mostly_Cloudy,23.3,12.8,52,9.3,0,16.1,29.8,,No,No,No
2603,Overcast,11.1,5,66,5.6,0,16.1,29.2,,No,No,No
7551,Clear,-6.1,-16.1,46,20.4,20,16.1,30.2,,No,No,No
2484,Overcast,20.6,19.4,93,5.6,0,4,29.9,4.1,No,No,No
1511,Partly_Cloudy,25.6,13.3,46,13,280,14.5,29.7,,No,No,No
4281,Overcast,12.2,8.3,77,7.4,0,16.1,29.8,,No,No,No
5668,Clear,1.7,-5,61,11.1,290,16.1,30.2,,No,No,No
7,Clear,16.7,-6.1,21,7.4,0,16.1,30.4,,No,No,No
3446,Clear,12.8,-1.1,38,9.3,270,16.1,29.9,,No,No,No
1993,Scattered_Clouds,25.6,16.1,56,,0,14.5,30,,No,No,No
7114,Clear,-2.8,-15,39,20.4,310,16.1,30.1,,No,No,No
1049,Clear,4.4,-10,35,5.6,0,16.1,30.1,,No,No,No
4157,Clear,3.9,-8.3,41,13,250,16.1,30,,No,No,No
7107,Clear,17,6,48,13,190,16.1,29.8,,No,No,No
1162,Overcast,15.6,-2.2,30,0,0,16.1,30.1,,No,No,No
927,Clear,-2.2,-15,38,14.8,320,16.1,30,,No,No,No
2424,Mostly_Cloudy,20,13.3,65,11.1,0,11.3,29.9,,No,No,No
8276,Overcast,7.8,6.1,89,7.4,0,4.8,30,,No,No,No
4192,Clear,9.4,-0.6,50,13,210,16.1,30.2,,No,No,No
5290,Overcast,3.3,1.7,89,14.8,80,4,30.1,,No,No,No
8339,Overcast,16.7,11.1,70,18.5,60,16.1,30.3,,No,No,No
38,Clear,10.6,-6.1,31,13,30,16.1,30,,No,No,No
1171,Clear,29.4,18.3,51,11.1,290,16.1,29.8,,No,No,No
4603,Mostly_Cloudy,10,6.1,77,14.8,190,16.1,29.4,,No,No,No
4968,Overcast,16.1,11.7,75,14.8,60,16.1,30.3,,No,No,No
6262,Mostly_Cloudy,-0.6,-10,50,0,0,16.1,30.1,,No,No,No
5633,Overcast,17.8,13.3,75,0,0,14.5,29.9,0,No,No,No
1115,Overcast,18.3,14.4,78,0,0,16.1,30.1,,No,No,No
4280,Clear,0,-15,32,9.3,0,16.1,30.4,,No,No,No
3907,Clear,31.1,11.1,29,7.4,0,12.9,30.1,,No,No,No
7891,Clear,-2.8,-13.9,43,18.5,310,16.1,30.1,,No,No,No
3605,Clear,8.3,3.3,71,7.4,0,16.1,30,,No,No,No
8432,Clear,27.2,18.9,60,,0,16.1,29.8,,No,No,No
7957,Partly_Cloudy,0.6,-11.7,40,7.4,0,16.1,30,,No,No,No
7878,Scattered_Clouds,8.3,0.6,59,18.5,50,16.1,30.4,,No,No,No
2034,Clear,2.2,-4.4,62,9.3,180,16.1,30.3,,No,No,No
7279,Heavy_Rain,19,18,94,7.4,0,0.8,29.7,6.6,Y,Y,No
7167,Haze,21.7,17.8,78,0,0,8,30.1,,No,No,No
7495,Light_Rain,11.7,9.4,86,13,180,8,30,0.5,No,Y,No
7384,Clear,15.6,4.4,47,9.3,0,16.1,30.1,,No,No,No
4827,Light_Rain,18.3,14.4,78,7.4,0,4.8,29.8,0,No,Y,No
6450,Clear,26.7,16.1,52,7.4,240,14.5,30.1,,No,No,No
2958,Clear,16.7,-6.7,20,5.6,0,16.1,30.3,,No,No,No
4371,Scattered_Clouds,-9.4,-25,28,22.2,310,16.1,30.1,,No,No,No
5512,Clear,12.2,1.7,49,,0,16.1,29.8,,No,No,No
3784,Clear,8.9,-2.8,44,14.8,60,16.1,30.4,,No,No,No
5847,Clear,10.6,-6.1,31,13,30,16.1,30,,No,No,No
7362,Clear,-2.8,-14.4,41,0,0,16.1,30.6,,No,No,No
1576,Clear,26.7,6.7,28,5.6,250,14.5,30.1,,No,No,No
967,Mostly_Cloudy,18.9,16.7,87,13,170,12.9,29.9,,No,No,No
3773,Haze,29.4,22.8,67,7.4,0,9.7,29.7,,No,No,No
5806,Clear,5.6,-9.4,34,9.3,0,16.1,30.1,,No,No,No
8189,Overcast,1.7,-8.3,48,5.6,0,16.1,30.2,,No,No,No
4738,Mostly_Cloudy,17.8,12.8,73,5.6,0,16.1,29.8,,No,No,No
3502,Light_Snow,-1.1,-3.9,82,20.4,50,1.2,30.1,0.3,No,No,Y
1916,Light_Rain,11.1,8.9,86,,0,4.8,29.8,0,No,Y,No
4492,Clear,8.9,-9.4,27,14.8,270,16.1,30.1,,No,No,No
283,Mostly_Cloudy,11.1,-0.6,45,13,250,16.1,29.6,,No,No,No
6053,Overcast,25.6,16.1,56,7.4,0,14.5,30.2,,No,No,No
4318,Overcast,9.4,7.8,90,22.2,70,4.8,29.8,0,No,No,No
326,Clear,17.8,12.8,73,0,0,14.5,30.1,,No,No,No
2914,Overcast,13.3,5.6,60,14.8,40,16.1,29.6,,No,No,No
5428,Clear,13.3,5,57,0,0,16.1,30.1,,No,No,No
722,Clear,9.4,-13.3,19,18.5,310,16.1,30.1,,No,No,No
1611,Overcast,-5,-9.4,72,13,60,12.9,30.4,,No,No,No
7284,Overcast,1.7,-5,61,13,20,16.1,30,,No,No,No
6489,Clear,6.7,1.1,68,20.4,60,16.1,30.1,,No,No,No
4803,Light_Snow,0.6,-1.7,85,13,50,2,30,0.3,No,No,Y
2735,Clear,13.9,-4.4,28,0,0,16.1,30.2,,No,No,No
1197,Overcast,19.4,15.6,79,0,0,16.1,29.9,,No,No,No
513,Light_Rain,11.7,9.4,86,13,180,8,30,0.5,No,Y,No
6008,Overcast,10,6.7,80,22.2,70,16.1,29.8,,No,No,No
5600,Clear,-12.8,-27.2,30,,0,16.1,30.5,,No,No,No
1341,Haze,13.3,9.4,77,11.1,70,6.4,29.7,,No,No,No
4843,Clear,3.9,-8.3,41,9.3,0,16.1,30.3,,No,No,No
3253,Unknown,21,10,49,,0,,,,No,No,No
6643,Overcast,18.9,17.2,90,5.6,0,12.9,29.9,,No,No,No
6245,Clear,1.1,-10,44,14.8,20,16.1,30.1,,No,No,No
5023,Overcast,3.9,-9.4,38,18.5,60,16.1,30,,No,No,No
2569,Clear,14.4,-1.1,35,9.3,160,16.1,30.3,,No,No,No
7958,Partly_Cloudy,6.1,-2.8,53,22.2,290,16.1,29.9,,No,No,No
2259,Light_Rain,3.9,-0.6,73,7.4,60,14.5,29.9,0,No,Y,No
1009,Clear,3.3,-6.7,48,16.7,250,16.1,30,,No,No,No
2613,Light_Rain,10.6,9.4,92,16.7,70,2.8,29.9,0.5,No,Y,No
5144,Clear,8.3,1.1,61,5.6,50,16.1,30.4,,No,No,No
2744,Clear,16.1,-8.3,18,18.5,360,16.1,30.1,,No,No,No
6405,Overcast,18.3,14.4,78,7.4,0,12.9,30.1,,No,No,No
1223,Light_Rain,18.9,17.2,90,9.3,0,3.2,29.8,0.5,No,Y,No
5015,Partly_Cloudy,6.7,-13.9,22,13,320,16.1,30.1,,No,No,No
5201,Rain,18.9,17.8,93,5.6,0,1.6,29.7,1.3,No,Y,No
1333,Clear,5,-7.2,41,,0,16.1,29.8,,No,No,No
2781,Clear,14.4,6.1,58,5.6,0,16.1,30,,No,No,No
485,Overcast,12.2,6.1,66,0,0,16.1,29.6,,No,No,No
7686,Overcast,3.3,-8.9,41,5.6,0,16.1,30.2,,No,No,No
4093,Mostly_Cloudy,16.1,5.6,50,0,0,16.1,29.6,,No,No,No
6163,Partly_Cloudy,5.6,-1.1,62,11.1,0,16.1,29.7,,No,No,No
1222,Overcast,11.7,-3.9,34,9.3,0,16.1,29.8,,No,No,No
5065,Light_Snow,-0.6,-1.7,92,20.4,30,0.8,30.1,0.3,Y,No,Y
4417,Clear,23.3,5,30,7.4,0,16.1,29.9,,No,No,No
5763,Clear,-7.8,-16.7,50,18.5,300,16.1,30,,No,No,No
6478,Clear,22.8,12.8,53,11.1,0,16.1,30.1,,No,No,No
2534,Clear,18.9,9.4,54,7.4,280,14.5,30.1,,No,No,No
8368,Light_Rain,5,2.8,86,20.4,60,4,30.1,0.8,No,Y,No
7638,Clear,17.8,3.9,40,9.3,0,16.1,30.2,,No,No,No
2976,Mostly_Cloudy,17.2,8.3,56,7.4,160,14.5,30.1,,No,No,No
725,Clear,3.9,-8.9,39,20.4,250,16.1,30,,No,No,No
4527,Clear,19.4,12.8,66,5.6,260,16.1,30.1,,No,No,No
1874,Overcast,13.9,4.4,53,0,0,16.1,30.1,,No,No,No
7879,Overcast,2.2,0,86,20.4,70,6.4,30.3,0.3,No,No,No
1825,Clear,22,19,83,0,0,16.1,29.9,,No,No,No
5005,Scattered_Clouds,20.6,16.1,75,14.8,60,16.1,30.2,,No,No,No
3128,Clear,28.9,15,43,,0,12.9,30.1,,No,No,No
2464,Clear,7.8,2.8,71,9.3,150,16.1,29.8,,No,No,No
2196,Rain,18.9,17.8,93,5.6,0,1.6,29.7,1.3,No,Y,No
4497,Unknown,10.2,1.3,54,,0,,,,No,No,No
4655,Clear,22.2,15.6,66,7.4,0,14.5,30.1,,No,No,No
3604,Clear,15.6,0.6,36,5.6,30,16.1,30,,No,No,No
204,Overcast,10,6.1,77,16.7,70,16.1,29.8,,No,No,No
4641,Clear,-1.1,-15.6,33,7.4,20,16.1,30.4,,No,No,No
2648,Light_Rain,17.2,15.6,90,9.3,270,4.8,29.8,1.5,No,Y,No
1354,Unknown,16.6,14.1,85,,0,,,,No,No,No
8430,Clear,26.1,12.2,42,,0,16.1,29.8,,No,No,No
6550,Overcast,9.4,3.3,66,20.4,260,16.1,29.3,,No,No,No
3688,Clear,20.6,13.3,63,5.6,0,16.1,30.1,,No,No,No
4147,Clear,12.2,0.6,45,9.3,150,16.1,30,,No,No,No
2323,Overcast,5.6,-1.1,62,14.8,240,16.1,30.1,,No,No,No
4120,Clear,2.8,-8.3,44,11.1,300,16.1,30,,No,No,No
2226,Light_Rain,21.7,20.6,93,0,0,2.8,29.8,10.4,No,Y,No
6492,Clear,-5,-16.7,40,,0,16.1,30,,No,No,No
16,Clear,4.4,-13.9,26,7.4,0,16.1,29.9,,No,No,No
209,Clear,23.3,12.8,52,9.3,70,16.1,30.2,,No,No,No
6073,Overcast,4.4,2.2,86,37,60,6.4,30.1,,No,No,No
4601,Overcast,18.9,14.4,75,0,0,16.1,30.1,,No,No,No
7092,Clear,2.8,-5.6,54,18.5,230,16.1,30,,No,No,No
4562,Haze,20,17.2,84,0,0,9.7,30,,No,No,No
6730,Clear,8.3,-1.1,52,16.7,250,14.5,29.9,,No,No,No
4597,Overcast,-7.2,-17.2,46,,0,16.1,30.6,,No,No,No
994,Mostly_Cloudy,2.8,-5.6,54,9.3,0,12.9,29.5,,No,No,No
5192,Clear,9.4,0,52,14.8,180,16.1,30.2,,No,No,No
1042,Clear,2.8,-6.1,52,16.7,240,16.1,30.3,,No,No,No
2399,Clear,-5,-16.7,40,,0,16.1,29.9,,No,No,No
896,Mostly_Cloudy,6.7,-6.1,40,,0,16.1,30.2,,No,No,No
1588,Clear,3.9,-7.2,45,9.3,0,16.1,30.4,,No,No,No
104,Mostly_Cloudy,12.8,-5.6,28,5.6,0,16.1,29.8,,No,No,No
5017,Overcast,3.3,-2.2,68,0,0,16.1,30.3,,No,No,No
5033,Clear,1.7,-5.6,59,9.3,160,16.1,30.3,,No,No,No
3716,Light_Rain,17.8,11.7,67,9.3,190,8,29.9,0.3,No,Y,No
5503,Haze,28.3,18.3,54,7.4,0,9.7,29.9,,No,No,No
3759,Light_Rain,4.4,2.2,86,9.3,0,8,30,1,No,Y,No
1288,Overcast,12.8,11.7,93,13,180,9.7,29.6,2.5,No,No,No
8085,Clear,10.6,4.4,66,0,0,16.1,30.1,,No,No,No
8255,Overcast,11.7,9.4,86,7.4,60,9.7,29.9,,No,No,No
2021,Clear,3.9,-7.2,45,13,230,16.1,30.3,,No,No,No
7267,Overcast,12.2,8.9,80,7.4,70,16.1,29.9,,No,No,No
2999,Overcast,13.3,-6.1,26,24.1,290,16.1,29.8,,No,No,No
5479,Partly_Cloudy,15,2.8,44,0,0,16.1,29.9,,No,No,No
6762,Overcast,10,5.6,74,9.3,0,16.1,29.8,,No,No,No
5585,Clear,17.8,-3.9,23,5.6,70,16.1,30.4,,No,No,No
3410,Overcast,17.8,14.4,80,5.6,210,12.9,30.1,,No,No,No
7655,Clear,6.7,-12.8,24,16.7,310,16.1,29.9,,No,No,No
4865,Overcast,9,7,87,9.3,290,8,29.6,,No,No,No
4569,Clear,-0.6,-8.9,54,9.3,280,16.1,30.4,,No,No,No
5706,Clear,1.7,-7.2,52,13,60,16.1,29.9,,No,No,No
6563,Clear,27.8,12.8,39,18.5,10,16.1,30,,No,No,No
615,Overcast,20,18.9,93,0,0,1.6,29.7,,No,No,No
4089,Mostly_Cloudy,1.7,-7.8,50,5.6,0,14.5,30.3,,No,No,No
747,Clear,5.6,-4.4,49,0,0,16.1,30.2,,No,No,No
1571,Partly_Cloudy,25,11,41,13,280,16.1,30,,No,No,No
755,Overcast,11.7,6.1,69,5.6,0,16.1,29.8,,No,No,No
6382,Clear,4.4,-14.4,25,22.2,310,16.1,29.9,,No,No,No
4841,Clear,6.7,-1.1,58,11.1,0,14.5,30,,No,No,No
137,Mostly_Cloudy,17.8,12.8,73,5.6,0,16.1,29.8,,No,No,No
8250,Light_Rain,14.4,12.8,90,22.2,190,6.4,29.4,1,No,Y,No
5168,Mostly_Cloudy,0.6,-9.4,48,7.4,310,16.1,30.1,,No,No,No
4211,Overcast,18.3,8.3,52,11.1,0,16.1,29.8,,No,No,No
6597,Clear,5.6,-3.3,53,9.3,0,16.1,30.1,,No,No,No
5045,Clear,17,6,48,13,190,16.1,29.8,,No,No,No
8110,Overcast,18.9,17.2,90,5.6,0,12.9,29.9,,No,No,No
8132,Unknown,13,0,41,,0,,,,No,No,No
6508,Clear,15,12.2,83,0,0,11.3,30.3,,No,No,No
4893,Light_Rain,8.3,4.4,77,7.4,0,6.4,29.6,1.3,No,Y,No
3657,Mostly_Cloudy,7.8,-1.1,54,7.4,0,16.1,29.9,,No,No,No
127,Mostly_Cloudy,3.9,-5.6,50,16.7,300,16.1,30.1,,No,No,No
7792,Unknown,15,7.2,60,13,310,16.1,29.9,,No,No,No
4014,Overcast,23.3,18.3,73,11.1,0,14.5,30,,No,No,No
6946,Clear,-3.9,-15.6,41,7.4,0,16.1,30.3,,No,No,No
1744,Overcast,5,-0.6,67,13,170,16.1,30,,No,No,No
6424,Clear,9.4,2.8,64,7.4,160,16.1,29.7,,No,No,No
958,Unknown,19,13,68,,0,,,,No,No,No
4622,Clear,27.2,18.9,60,,0,16.1,29.8,,No,No,No
3918,Haze,15,10,72,0,0,9.7,29.9,,No,No,No
249,Clear,6.7,1.7,71,0,0,16.1,30.4,,No,No,No
5478,Overcast,12.8,4.4,57,0,0,16.1,30.1,,No,No,No
8109,Partly_Cloudy,1.7,-13.3,33,24.1,320,16.1,29.9,,No,No,No
1430,Light_Rain,9.4,7.2,86,13,80,6.4,29.7,3,No,Y,No
8338,Partly_Cloudy,3.3,-12.8,30,0,0,16.1,30,,No,No,No
7827,Clear,10,-1.1,46,9.3,0,16.1,30.2,,No,No,No
6928,Rain,5.6,3.9,89,20.4,70,4.8,29.5,2,No,Y,No
7688,Light_Snow,1.1,-1.7,82,7.4,0,2,30,0.5,No,No,Y
867,Overcast,9.4,7.8,90,9.3,0,16.1,29.7,0.5,No,No,No
6975,Overcast,18.9,12.2,65,0,0,14.5,29.7,,No,No,No
1484,Overcast,12.8,7.2,69,0,0,16.1,30.1,,No,No,No
5162,Overcast,16.7,13.9,84,5.6,0,11.3,30,,No,No,No
4660,Clear,8.9,-1.1,50,7.4,50,16.1,30.5,,No,No,No
2549,Clear,24.4,10,40,11.1,0,16.1,30.1,,No,No,No
1025,Clear,4.4,-8.9,38,11.1,0,16.1,30,,No,No,No
7166,Unknown,17.2,16.9,98,,0,,,,No,No,No
659,Clear,4.4,-7.2,43,7.4,270,16.1,30.3,,No,No,No
8397,Clear,16.7,-6.1,21,7.4,0,16.1,30.4,,No,No,No
5917,Clear,9.4,-5,36,5.6,60,16.1,30.3,,No,No,No
1047,Clear,3.9,-8.3,41,5.6,0,16.1,30,,No,No,No
3929,Mostly_Cloudy,7.2,-1.1,56,7.4,70,16.1,30,,No,No,No
1891,Clear,1.1,-9.4,46,16.7,20,16.1,30.1,,No,No,No
2029,Mostly_Cloudy,24.4,11.1,43,7.4,0,16.1,29.8,,No,No,No
237,Clear,18.9,8.9,52,7.4,0,16.1,30.3,,No,No,No
2273,Overcast,8.9,2.8,66,9.3,180,16.1,29.7,,No,No,No
5395,Clear,2.2,-15,27,16.7,50,16.1,30.3,,No,No,No
2247,Clear,11.7,0.6,47,7.4,0,16.1,29.8,,No,No,No
4039,Clear,5,-6.1,45,9.3,0,16.1,30,,No,No,No
2970,Light_Rain,21.7,20.6,93,0,0,2.8,29.8,10.4,No,Y,No
3947,Clear,27.2,14.4,45,9.3,0,14.5,30,,No,No,No
2833,Rain,5,3.9,93,22.2,70,1.6,29.8,6.6,No,Y,No
619,Mostly_Cloudy,7.2,-1.1,56,7.4,70,16.1,30,,No,No,No
798,Light_Rain,5.6,1.7,76,11.1,0,9.7,30,0.5,No,Y,No
8062,Overcast,9.4,3.9,69,9.3,0,14.5,30,,No,No,No
1056,Clear,3.9,-5.6,50,5.6,0,16.1,30.2,,No,No,No
5267,Scattered_Clouds,2.2,-8.3,46,0,0,16.1,30.2,,No,No,No
2909,Clear,11.7,-5.6,30,0,0,16.1,30.1,,No,No,No
4434,Clear,0.6,-9.4,48,11.1,0,16.1,30.2,,No,No,No
4554,Clear,7.2,0,60,9.3,290,16.1,30.1,,No,No,No
7971,Overcast,7.2,-0.6,58,14.8,70,16.1,30,,No,No,No
4694,Partly_Cloudy,21.1,19.4,90,5.6,0,8,29.6,,No,No,No
4776,Overcast,18.9,11.7,63,13,70,16.1,30.3,,No,No,No
8130,Unknown,16,-2,29,,0,,,,No,No,No
6238,Clear,25,12.2,45,0,0,16.1,30.1,,No,No,No
5577,Clear,10.6,6.1,74,13,190,16.1,29.4,,No,No,No
8429,Overcast,1.1,-0.6,89,13,60,3.2,30.2,0,No,No,No
6437,Partly_Cloudy,8.3,1.1,61,9.3,0,16.1,30.4,,No,No,No
8188,Light_Rain,15,13.3,90,7.4,290,4.8,29.9,1,No,Y,No
3452,Rain,0.6,-0.6,92,11.1,60,2.8,30.1,0.8,No,Y,No
2639,Mostly_Cloudy,11.1,4.4,63,14.8,270,16.1,29.6,0,No,No,No
1107,Overcast,20,18.9,93,0,0,1.6,29.7,,No,No,No
1466,Light_Rain,12.8,11.7,93,5.6,120,4,29.9,0.8,No,Y,No
3098,Clear,3.9,-5.6,50,13,290,16.1,29.9,,No,No,No
3233,Clear,14.4,-1.1,35,9.3,160,16.1,30.3,,No,No,No
3368,Clear,4.4,-11.7,31,20.4,310,16.1,29.7,,No,No,No
8178,Clear,17.2,-8.3,17,,0,16.1,30.1,,No,No,No
5696,Clear,9.4,-5.6,35,16.7,250,16.1,30,,No,No,No
911,Haze,30,17.8,48,7.4,180,9.7,30.1,,No,No,No
8233,Clear,21.7,10.6,49,5.6,290,12.9,30.1,,No,No,No
5758,Clear,15,-3.3,28,14.8,240,16.1,29.8,,No,No,No
7523,Clear,19.4,15,76,11.1,50,16.1,30.2,,No,No,No
6176,Haze,15,9.4,69,0,0,9.7,29.9,,No,No,No
6205,Clear,7.2,-2.2,52,9.3,160,16.1,30.4,,No,No,No
4415,Light_Rain,14.4,13.3,93,16.7,160,4,29.5,0.5,No,Y,No
5902,Overcast,11.7,9.4,86,7.4,60,9.7,29.9,,No,No,No
5901,Clear,19.4,11.1,59,7.4,240,14.5,30.2,,No,No,No
6213,Clear,26.7,12.8,42,9.3,0,16.1,30.1,,No,No,No
6974,Clear,-0.6,-14.4,35,9.3,0,16.1,30.6,,No,No,No
6029,Clear,3.9,-7.2,45,14.8,290,16.1,30,,No,No,No
5640,Mostly_Cloudy,7.2,-3.3,48,16.7,310,16.1,30.1,,No,No,No
6223,Clear,13.3,-5.6,27,0,0,16.1,30.3,,No,No,No
1816,Clear,17.2,9.4,60,0,0,16.1,29.9,,No,No,No
1714,Clear,6.1,-3.3,51,9.3,300,16.1,30,,No,No,No
4540,Overcast,5.6,2.8,82,9.3,0,14.5,30,,No,No,No
2266,Clear,27.2,12.8,41,9.3,0,14.5,30.1,,No,No,No
7035,Haze,13.3,10,80,7.4,0,8,29.7,,No,No,No
178,Overcast,11.7,8.9,83,11.1,0,16.1,29.5,0.3,No,No,No
7623,Overcast,9.4,7.2,86,5.6,260,6.4,30,,No,No,No
7361,Clear,18.9,11.1,60,7.4,0,14.5,30.2,,No,No,No
4817,Light_Rain,8.9,7.2,89,16.7,60,9.7,29.7,3,No,Y,No
7687,Clear,19.4,14.4,73,14.8,70,16.1,30.2,,No,No,No
4716,Clear,6.7,-1.1,58,11.1,0,14.5,30,,No,No,No
654,Overcast,11.1,8.9,86,20.4,170,6.4,29.6,0.3,No,No,No
4528,Mostly_Cloudy,6.7,-6.1,40,,0,16.1,30.2,,No,No,No
6591,Clear,25,12.2,45,,0,16.1,29.8,,No,No,No
7408,Overcast,10,1.7,57,20.4,290,16.1,29.5,,No,No,No
6598,Overcast,5.6,-2.2,58,9.3,270,16.1,29.8,,No,No,No
2214,Clear,10.6,-5.6,32,,0,16.1,30.1,,No,No,No
6806,Clear,-3.3,-15,41,14.8,310,16.1,30.3,,No,No,No
2706,Overcast,13.3,8.9,75,13,70,16.1,29.9,0,No,No,No
6232,Light_Snow,1.1,-1.7,82,13,40,2.8,29.9,0.3,No,No,Y
8124,Mostly_Cloudy,27.8,18.9,58,7.4,0,12.9,30,,No,No,No
5304,Overcast,24.4,18.9,71,5.6,0,12.9,30,,No,No,No
4341,Snow,-0.6,-2.2,89,9.3,0,0.8,30.1,0.3,Y,No,Y
6881,Scattered_Clouds,5,-6.1,45,16.7,60,16.1,30.1,,No,No,No
1525,Clear,10.6,2.2,56,5.6,0,16.1,30.2,,No,No,No
8344,Mostly_Cloudy,19.4,11.7,61,14.8,60,16.1,30.3,,No,No,No
8253,Clear,14.4,5,53,7.4,0,16.1,30.2,,No,No,No
7869,Clear,22.8,14.4,59,7.4,260,14.5,30.1,,No,No,No
4277,Clear,-10,-23.9,32,5.6,300,16.1,30.6,,No,No,No
5258,Overcast,11.1,5.6,69,20.4,60,16.1,29.7,,No,No,No
5340,Clear,3.3,-6.7,48,11.1,0,16.1,30.3,,No,No,No
6167,Clear,8.9,-13.3,20,9.3,0,16.1,29.8,,No,No,No
886,Clear,5,-1.7,62,5.6,0,16.1,30.1,,No,No,No
898,Clear,16.7,-6.7,20,5.6,0,16.1,30.3,,No,No,No
5732,Overcast,20,16.7,81,5.6,0,12.9,29.8,,No,No,No
5976,Clear,1.7,-12.8,34,,0,16.1,29.9,,No,No,No
7562,Clear,11.1,-7.8,26,16.7,180,16.1,30.3,,No,No,No
775,Clear,5,-1.7,62,9.3,0,16.1,30.1,,No,No,No
6278,Clear,22.2,8.3,41,7.4,0,16.1,29.8,,No,No,No
5564,Clear,28.3,19.4,58,7.4,0,16.1,29.8,,No,No,No
1691,Clear,11.1,-0.6,45,14.8,310,16.1,29.9,,No,No,No
474,Unknown,13.9,13.5,97,,0,,,,No,No,No
7763,Clear,1.1,-14.4,31,0,0,16.1,30.4,,No,No,No
5965,Overcast,3.9,-4.4,55,16.7,320,16.1,30,,No,No,No
3717,Mostly_Cloudy,15,-1.7,32,9.3,0,16.1,30,,No,No,No
6918,Clear,3.3,-5.6,53,16.7,290,16.1,29.9,,No,No,No
4426,Light_Snow,0.6,-1.1,89,13,40,4.8,30,0,No,No,Y
4810,Clear,7.2,-2.2,52,5.6,0,16.1,30.3,,No,No,No
5175,Clear,11.7,0.6,47,7.4,0,16.1,29.8,,No,No,No
2632,Haze,12.8,10,83,11.1,20,8,29.7,,No,No,No
5339,Overcast,24.4,20.6,79,11.1,0,12.9,29.8,,No,No,No
3206,Light_Rain,18.9,17.2,90,5.6,0,6.4,29.9,0,No,Y,No
5280,Clear,24.4,15.6,58,9.3,0,12.9,30.1,,No,No,No
2570,Overcast,18.3,14.4,78,0,0,11.3,30.1,,No,No,No
7054,Clear,18.3,11.7,65,7.4,0,16.1,30.2,,No,No,No
1658,Overcast,1.7,0,89,27.8,70,4.8,30.2,0.3,No,No,No
3787,Overcast,1.1,-8.3,50,11.1,260,16.1,30.1,,No,No,No
8451,Overcast,24.4,18.3,69,0,0,14.5,30,,No,No,No
1903,Clear,13.9,12.2,89,0,0,9.7,30.3,,No,No,No
2096,Clear,14.4,-3.3,30,14.8,230,16.1,29.8,,No,No,No
3871,Haze,15,10.6,75,0,0,9.7,29.9,,No,No,No
5411,Clear,15,5.6,53,7.4,0,16.1,29.8,,No,No,No
8007,Clear,-11.1,-27.2,26,27.8,310,16.1,30.2,,No,No,No
198,Clear,18.3,-1.1,27,9.3,280,16.1,30.1,,No,No,No
3468,Clear,25,11.7,43,11.1,60,16.1,30.2,,No,No,No
4468,Rain,11.1,10,93,11.1,0,0.4,29.4,14.7,Y,Y,No
5612,Clear,20,12.8,63,0,0,16.1,30.1,,No,No,No
5124,Clear,2.2,-8.3,46,9.3,240,16.1,30,,No,No,No
7180,Overcast,26.1,17.8,60,20.4,60,16.1,30,,No,No,No
641,Light_Snow,0,-2.2,85,9.3,0,2.8,30.1,0.3,No,No,Y
2578,Clear,26.7,13.3,43,7.4,0,14.5,29.6,,No,No,No
3583,Overcast,8.9,3.9,71,16.7,260,16.1,29.6,,No,No,No
3779,Overcast,2.2,-5,59,9.3,0,16.1,29.9,,No,No,No
2092,Clear,16.1,12.2,78,0,0,11.3,30.3,,No,No,No
4951,Light_Rain,5,3,87,14.8,70,4,29.9,3,No,Y,No
550,Clear,9.4,-8.3,28,16.7,300,16.1,29.9,,No,No,No
5268,Clear,-1.7,-11.1,49,7.4,0,16.1,30.2,,No,No,No
5022,Unknown,13,9,77,,0,,,,No,No,No
1443,Clear,23.3,-2.2,18,7.4,0,16.1,30.2,,No,No,No
1899,Clear,9.4,-8.3,28,16.7,300,16.1,29.9,,No,No,No
